codigo_postal,precio_m2,precio_medio,superficie_media,total_informados,total,es_estimado
12119,667.40873,84093.5,126.0,4.0,5.0,0
12120,674.185136,64637.5,95.875,24.0,77.0,0
12121,,,,,,0
12130,805.345708,84045.374843,104.3593,64.0,107.0,0
12132,786.766398,68370.0,86.9,10.0,19.0,0
12135,827.725856,59044.444444,71.3333,9.0,9.0,0
12140,434.238765,60773.68909,139.9545,22.0,30.0,0
12150,339.575451,53856.666666,158.6,30.0,41.0,0
12160,400.393456,50214.862068,125.4137,29.0,41.0,0
12170,579.753323,76750.420769,132.3846,26.0,35.0,0
12180,1144.123101,119762.768235,104.6764,68.0,92.0,0
12181,428.937259,41875.0,97.625,8.0,13.0,0
12185,467.160804,49581.333333,106.1333,15.0,21.0,0
12186,229.037725,43104.9,188.2,10.0,20.0,0
12190,992.856329,111251.39037,112.0518,135.0,224.0,0
12191,1513.593772,177419.513478,117.2173,23.0,26.0,0
12192,833.325317,76527.041666,91.8333,24.0,26.0,0
12193,413.001223,53332.224666,129.1333,15.0,16.0,0
12194,757.113958,62377.777777,82.3888,18.0,27.0,0
12200,865.5798,85081.915793,98.2947,397.0,526.0,0
12210,664.667066,61555.555555,92.6111,18.0,27.0,0
12220,,,,,2.0,0
12221,703.556263,66275.0,94.2,20.0,23.0,0
12230,640.586797,68947.368421,107.6315,19.0,21.0,0
12300,870.112577,133361.485384,153.2692,26.0,30.0,0
12310,251.433647,44805.476,178.2,5.0,12.0,0
12316,,,,,,0
12320,1266.310026,121631.423037,96.0518,135.0,374.0,0
12330,301.72244,38318.75,127.0,16.0,21.0,0
12340,648.49624,57500.0,88.6666,6.0,10.0,0
12350,469.356796,59500.0,126.7692,13.0,18.0,0
12400,657.231228,76865.341962,116.9532,107.0,119.0,0
12410,604.878636,73391.941176,121.3333,51.0,53.0,0
12412,645.771075,126940.142857,196.5714,7.0,8.0,0
12413,437.284234,76000.0,173.8,10.0,10.0,0
12414,562.637171,60544.652173,107.6086,23.0,25.0,0
12440,393.768046,65460.0,166.24,25.0,45.0,0
12448,1153.284671,85076.923076,73.7692,13.0,16.0,0
12450,678.792769,75103.571428,110.6428,28.0,34.0,0
12460,598.453883,78313.953488,130.8604,43.0,50.0,0
12469,372.666666,43477.777777,116.6666,9.0,15.0,0
12470,922.008477,94260.0,102.2333,30.0,40.0,0
12480,435.37234,71173.913043,163.4782,23.0,23.0,0
12500,1154.511569,131209.351738,113.6492,650.0,771.0,0
12513,657.284768,79400.0,120.8,5.0,5.0,0
12520,852.922147,90113.756347,105.6529,219.0,241.0,0
12526,618.468613,75279.9996,121.72,25.0,27.0,0
12527,571.347876,52380.357142,91.6785,28.0,43.0,0
12528,407.970634,51866.666666,127.1333,15.0,20.0,0
12529,1163.962128,94765.916666,81.4166,48.0,54.0,0
12530,934.995929,91108.876351,97.443,729.0,832.0,0
12539,948.717258,101832.93875,107.3375,80.0,90.0,0
12540,1017.934423,101866.821012,100.072,652.0,778.0,0
12549,774.387533,81886.249324,105.7432,74.0,81.0,0
12550,1053.106248,100394.134469,95.3314,528.0,644.0,0
12560,2769.38566,297392.152159,107.3856,389.0,426.0,0
12570,1013.974927,118062.66129,116.4354,124.0,153.0,0
12579,2172.00844,161091.812885,74.1672,305.0,321.0,0
12580,1177.463356,103323.706255,87.7511,454.0,659.0,0
12589,784.621695,88280.0,112.5128,39.0,43.0,0
12590,1217.958237,133797.168353,109.8536,164.0,185.0,0
12591,689.485801,81672.727272,118.4545,11.0,12.0,0
12592,1028.223159,116932.594594,113.7229,148.0,153.0,0
12593,1504.597597,117151.081866,77.862,493.0,601.0,0
12594,1742.260621,132435.673844,76.0136,1168.0,1228.0,0
12595,2335.358393,185228.518518,79.3148,108.0,140.0,0
12596,1237.140724,101978.461538,82.4307,130.0,156.0,0
12597,570.762711,61227.272727,107.2727,11.0,14.0,0
12598,2013.660051,158633.003852,78.7784,501.0,601.0,0
12600,927.351093,90369.516579,97.449,383.0,429.0,0
12609,647.063037,64521.428571,99.7142,7.0,8.0,0
12118,409.898477,80750.0,197.0,6.0,9.0,0
12122,437.609841,71142.857142,162.5714,7.0,10.0,0
12123,709.796672,64000.0,90.1666,6.0,7.0,0
12124,,,,,4.0,0
12125,,,,,3.0,0
12126,,,,,3.0,0
12127,,,,,7.0,0
12131,,,,,3.0,0
12133,,,,,1.0,0
12134,1237.29321,87105.442,70.4,5.0,5.0,0
12159,,,,,2.0,0
12161,,,,,1.0,0
12162,,,,,2.0,0
12163,841.897233,53250.0,63.25,4.0,10.0,0
12164,,,,,,0
12165,268.592057,55800.0,207.75,4.0,4.0,0
12166,,,,,,0
12179,636.950318,71429.428571,112.1428,7.0,8.0,0
12182,485.239852,73055.555555,150.5555,9.0,13.0,0
12183,455.621301,77000.0,169.0,6.0,8.0,0
12184,,,,,4.0,0
12222,897.365988,60684.375,67.625,8.0,11.0,0
12223,1003.220611,103833.333333,103.5,6.0,11.0,0
12224,727.348993,48166.666666,66.2222,9.0,13.0,0
12225,1086.85446,57875.0,53.25,4.0,4.0,0
12231,494.017094,41285.714285,83.5714,7.0,9.0,0
12232,373.382624,50500.0,135.25,4.0,4.0,0
12311,,,,,3.0,0
12312,249.787234,48916.666666,195.8333,6.0,9.0,0
12315,,,,,2.0,0
12317,,,,,4.0,0
12318,,,,,5.0,0
12319,,,,,2.0,0
12360,328.846153,49500.0,150.5263,19.0,22.0,0
12370,,,,,2.0,0
12415,453.606411,50940.0,112.3,10.0,16.0,0
12420,308.980213,40600.0,131.4,5.0,6.0,0
12428,527.557346,60782.142857,115.2142,14.0,19.0,0
12429,664.516129,73571.428571,110.7142,7.0,11.0,0
12430,458.620006,47390.734,103.3333,15.0,17.0,0
12431,750.194882,68267.734285,91.0,14.0,18.0,0
12447,502.650176,47416.666666,94.3333,6.0,8.0,0
12449,833.898305,61500.0,73.75,4.0,10.0,0
12489,637.572254,91916.666666,144.1666,6.0,6.0,0
12490,428.695579,81880.855714,191.0,7.0,8.0,0
12499,381.718737,65560.193125,171.75,16.0,16.0,0
12510,779.637377,79857.142857,102.4285,7.0,9.0,0
12511,505.73514,60625.0,119.875,8.0,14.0,0
12578,528.129292,69625.045,131.8333,12.0,18.0,0
12599,346.926354,81428.571428,234.7142,7.0,8.0,0
36001,2127.243655,236646.187363,111.2454,110.0,132.0,0
36002,2195.680891,227918.592047,103.8031,127.0,153.0,0
36003,2191.014489,215124.281304,98.1847,92.0,110.0,0
36004,1904.598149,170866.535172,89.7126,87.0,114.0,0
36005,1551.628369,161147.689183,103.8571,49.0,75.0,0
36143,542.082662,144271.428571,266.1428,7.0,8.0,0
36150,497.26477,227250.0,457.0,4.0,4.0,0
36151,,,,,1.0,0
36152,,,,,1.0,0
36153,697.929354,143250.0,205.25,4.0,7.0,0
36154,,,,,4.0,0
36156,931.751168,179362.1,192.5,6.0,7.0,0
36157,1032.027257,151450.0,146.75,4.0,6.0,0
36158,1241.81478,265500.0,213.8,5.0,5.0,0
36160,1169.456066,223600.0,191.2,10.0,10.0,0
36161,,,,,2.0,0
36162,1346.48241,116579.315806,86.5806,31.0,45.0,0
36163,1450.632915,209193.355,144.2083,48.0,55.0,0
36164,1596.807772,230100.0,144.1,10.0,12.0,0
36201,2857.460852,307622.559784,107.6559,186.0,199.0,0
36202,2253.816686,222372.82335,98.665,200.0,214.0,0
36203,2348.354919,233807.356417,99.5621,201.0,219.0,0
36204,2264.646399,253049.223975,111.7389,249.0,263.0,0
36205,1830.851698,177254.305163,96.8152,184.0,197.0,0
36206,2021.895823,177036.689622,87.5597,159.0,178.0,0
36207,1772.72154,149747.823351,84.4734,188.0,213.0,0
36208,1863.041991,194852.274117,104.5882,136.0,153.0,0
36209,2158.132035,191741.730854,88.8461,117.0,131.0,0
36210,1815.397979,179469.262972,98.8594,185.0,197.0,0
36211,2386.946579,233900.873583,97.9916,120.0,126.0,0
36212,1935.512448,378751.111851,195.6851,54.0,55.0,0
36213,1287.256102,233195.277058,181.1568,51.0,58.0,0
36214,1388.189032,163444.169565,117.7391,69.0,78.0,0
36215,1310.412879,219408.695652,167.4347,23.0,29.0,0
36216,1452.405522,151340.655428,104.2,35.0,38.0,0
36309,1541.336353,302444.444444,196.2222,9.0,9.0,0
36310,,,,,3.0,0
36312,1000.0,247166.666666,247.1666,12.0,18.0,0
36313,1845.454545,253750.0,137.5,4.0,5.0,0
36314,,,,,4.0,0
36315,1832.044673,355416.666666,194.0,6.0,7.0,0
36317,1198.815566,223736.842105,186.6315,19.0,21.0,0
36318,1104.225352,142545.454545,129.0909,11.0,16.0,0
36330,1510.0,323571.428571,214.2857,7.0,8.0,0
36331,2610.960282,365664.9875,140.05,20.0,23.0,0
36390,2357.553284,655568.209642,278.0714,28.0,36.0,0
36392,1909.388412,355910.0,186.4,5.0,7.0,0
36475,1152.206982,184814.0,160.4,10.0,11.0,0
36600,1340.156255,154365.294377,115.1845,233.0,259.0,0
36610,1117.847629,131137.5,117.3125,32.0,32.0,0
36611,939.854651,146959.090909,156.3636,44.0,49.0,0
36613,753.707865,139750.0,185.4166,12.0,12.0,0
36617,926.986301,112783.333333,121.6666,6.0,8.0,0
36618,851.247165,156416.666666,183.75,12.0,12.0,0
36619,1007.879185,204666.666666,203.0666,15.0,17.0,0
36626,968.962543,166925.82,172.2727,22.0,24.0,0
36629,,,,,3.0,0
36635,,,,,1.0,0
36690,1231.974481,133371.172903,108.258,62.0,69.0,0
36691,791.59292,137615.384615,173.8461,13.0,17.0,0
36789,1063.253012,105900.0,99.6,5.0,7.0,0
36900,1031.073693,127330.538972,123.4931,146.0,170.0,0
36910,1016.815406,120266.666666,118.2777,18.0,19.0,0
36911,,,,,2.0,0
36912,2339.160839,250875.0,107.25,8.0,10.0,0
36913,1463.028169,155812.5,106.5,16.0,17.0,0
36914,,,,,1.0,0
36915,,,,,3.0,0
36920,,,,,,0
36940,1923.290397,177114.71813,92.0894,123.0,132.0,0
36945,2743.987756,291883.72093,106.372,43.0,47.0,0
36946,,,,,3.0,0
36947,2073.441392,162298.625,78.275,40.0,43.0,0
36949,1818.662978,178077.416666,97.9166,12.0,14.0,0
36969,2240.082595,237308.75,105.9375,16.0,19.0,0
36992,1235.677057,176701.8192,143.0,25.0,32.0,0
36993,1500.794712,170296.058823,113.4705,17.0,19.0,0
36995,1159.743125,233274.045714,201.1428,28.0,33.0,0
36300,2080.848215,255506.257236,122.7894,76.0,88.0,0
36307,1592.403214,311428.571428,195.5714,7.0,7.0,0
36308,2207.5,212574.074074,96.2962,27.0,29.0,0
36316,1528.395061,232125.0,151.875,8.0,8.0,0
36320,1951.43695,155269.333333,79.5666,60.0,63.0,0
36340,2071.13543,346057.142857,167.0857,35.0,43.0,0
36350,2123.500356,397424.888888,187.1555,45.0,50.0,0
36360,1340.312004,277061.638571,206.7142,7.0,7.0,0
36370,1777.954657,432204.61409,243.0909,22.0,25.0,0
36378,1844.978165,316875.0,171.75,8.0,8.0,0
36379,1806.471957,281006.748888,155.5555,9.0,9.0,0
36380,1406.535555,213256.363636,151.6181,55.0,59.0,0
36388,1898.415657,291000.0,153.2857,7.0,8.0,0
36389,1171.957137,276023.809523,235.5238,21.0,23.0,0
36391,1417.227456,601714.285714,424.5714,7.0,7.0,0
36393,2285.583941,289038.461538,126.4615,13.0,18.0,0
36400,1271.131911,137515.910367,108.1838,136.0,145.0,0
36410,1193.229869,96717.91,81.0555,18.0,18.0,0
36411,,,,,1.0,0
36412,,,,,2.0,0
36413,,,,,,0
36414,,,,,1.0,0
36415,1158.277818,213386.363636,184.2272,22.0,26.0,0
36416,1256.550134,233628.571428,185.9285,14.0,19.0,0
36417,1152.532031,209888.888888,182.1111,9.0,10.0,0
36418,,,,,3.0,0
36419,856.18729,192000.0,224.25,12.0,12.0,0
36460,,,,,,0
36470,1030.898029,121768.277457,118.1186,59.0,60.0,0
36511,,,,,3.0,0
36516,,,,,1.0,0
36518,,,,,,0
36583,,,,,,0
36596,,,,,,0
36598,,,,,1.0,0
36612,637.662807,88125.0,138.2,20.0,21.0,0
36616,,,,,1.0,0
36630,960.68343,121254.956521,126.2173,46.0,50.0,0
36633,,,,,3.0,0
36634,1096.124031,141400.0,129.0,5.0,6.0,0
36638,,,,,,0
36639,678.125,162750.0,240.0,4.0,4.0,0
36658,612.214792,128652.565714,210.1428,7.0,7.0,0
36685,,,,,1.0,0
36693,866.489361,148090.90909,170.909,11.0,12.0,0
36760,860.89187,242388.888888,281.5555,9.0,10.0,0
36770,1193.810548,138631.25,116.125,24.0,28.0,0
36780,1015.959105,122646.5832,120.72,50.0,59.0,0
36788,,,,,4.0,0
36800,1448.718095,145743.218947,100.6015,133.0,145.0,0
36810,941.007194,163500.0,173.75,4.0,4.0,0
36811,911.357466,234978.333333,257.8333,6.0,8.0,0
36812,746.666666,168000.0,225.0,4.0,4.0,0
36813,,,,,3.0,0
36814,669.230769,130500.0,195.0,4.0,4.0,0
36815,,,,,1.0,0
36816,,,,,2.0,0
36817,,,,,3.0,0
36818,2409.855769,200500.0,83.2,5.0,6.0,0
36930,1208.564144,171104.005084,141.5762,59.0,65.0,0
36937,,,,,3.0,0
36938,,,,,2.0,0
36939,1892.675781,255013.157894,134.7368,19.0,22.0,0
36950,1620.297399,160453.834246,99.0273,73.0,78.0,0
36954,1578.23741,195000.0,123.5555,9.0,12.0,0
36955,1510.374562,215576.923076,142.7307,26.0,29.0,0
36957,1229.628164,172694.444444,140.4444,9.0,9.0,0
36958,2437.869822,137333.333333,56.3333,6.0,7.0,0
36959,1994.37037,179493.333333,90.0,15.0,15.0,0
36960,2702.025105,287273.444341,106.3178,129.0,145.0,0
36966,1924.865991,340194.736842,176.7368,19.0,21.0,0
36970,1642.567083,153604.909696,93.5151,33.0,40.0,0
36979,2074.971384,271925.0,131.05,20.0,22.0,0
36980,1596.585014,161255.086507,101.0,63.0,70.0,0
36988,2413.189279,432202.2,179.1,10.0,18.0,0
36989,,,,,5.0,0
36990,2549.25422,290614.98109,114.0,55.0,60.0,0
36991,4371.293001,614166.666666,140.5,6.0,7.0,0
36140,706.077348,159750.0,226.25,4.0,5.0,0
36141,954.8,238700.0,250.0,10.0,12.0,0
36142,597.931034,216750.0,362.5,4.0,4.0,0
36192,,,,,2.0,0
36450,1197.963287,115803.117777,96.6666,135.0,141.0,0
36455,,,,,1.0,0
36456,,,,,1.0,0
36457,1150.941028,152883.333333,132.8333,6.0,6.0,0
36458,1069.300765,167612.895,156.75,4.0,4.0,0
36459,,,,,3.0,0
36471,,,,,,0
36472,,,,,3.0,0
36474,,,,,2.0,0
36500,606.841177,81718.75,134.6625,80.0,151.0,0
36510,,,,,3.0,0
36512,327.885862,101120.0,308.4,5.0,6.0,0
36514,,,,,,0
36515,,,,,3.0,0
36517,,,,,,0
36519,399.606299,88812.5,222.25,8.0,12.0,0
36559,,,,,3.0,0
36584,,,,,,0
36588,,,,,,0
36614,966.202783,162000.0,167.6666,6.0,6.0,0
36615,,,,,,0
36620,1234.267515,106044.150666,85.9166,60.0,69.0,0
36627,592.768791,124600.0,210.2,5.0,5.0,0
36628,,,,,2.0,0
36636,1101.509578,211565.805172,192.0689,29.0,33.0,0
36637,1391.676804,157259.478888,113.0,9.0,10.0,0
36640,589.454915,82650.0,140.2142,14.0,17.0,0
36645,,,,,4.0,0
36646,,,,,3.0,0
36647,,,,,3.0,0
36649,515.67323,63313.213333,122.7777,9.0,11.0,0
36650,823.196262,121140.813636,147.159,44.0,45.0,0
36653,,,,,1.0,0
36654,,,,,1.0,0
36655,,,,,,0
36656,,,,,,0
36659,,,,,1.0,0
36660,905.265241,95279.166666,105.25,12.0,17.0,0
36668,,,,,3.0,0
36669,,,,,2.0,0
36676,,,,,1.0,0
36680,821.525823,108061.198347,131.5371,121.0,150.0,0
36681,,,,,3.0,0
36682,,,,,3.0,0
36683,,,,,2.0,0
36684,480.631276,134000.0,278.8,5.0,5.0,0
36686,,,,,3.0,0
36687,,,,,2.0,0
36688,,,,,2.0,0
36689,,,,,2.0,0
36700,1004.584095,137221.40369,136.5952,84.0,92.0,0
36710,,,,,2.0,0
36711,,,,,,0
36712,1188.409371,192760.0,162.2,5.0,5.0,0
36713,,,,,4.0,0
36714,,,,,,0
36715,,,,,1.0,0
36720,968.481375,112666.666666,116.3333,6.0,6.0,0
36729,,,,,3.0,0
36853,,,,,3.0,0
36860,823.624795,110589.904556,134.2721,169.0,175.0,0
36861,671.168786,109903.88875,163.75,8.0,8.0,0
36862,,,,,,0
36863,422.97023,156287.5,369.5,8.0,8.0,0
36864,,,,,,0
36865,,,,,1.0,0
36866,239.35234,113333.333333,473.5,6.0,7.0,0
36867,,,,,,0
36868,,,,,,0
36869,,,,,1.0,0
36891,,,,,4.0,0
36892,,,,,,0
36893,,,,,2.0,0
36895,,,,,1.0,0
36967,1198.4375,153400.0,128.0,5.0,5.0,0
36968,673.549765,175197.777777,260.1111,9.0,10.0,0
36110,367.366412,77000.0,209.6,5.0,7.0,0
36118,,,,,,0
36119,,,,,,0
36190,,,,,1.0,0
36191,560.884353,137416.666666,245.0,6.0,6.0,0
36193,,,,,,0
36194,,,,,4.0,0
36440,834.218848,82431.25,98.8125,32.0,42.0,0
36446,,,,,,0
36447,,,,,1.0,0
36448,,,,,1.0,0
36449,,,,,1.0,0
36530,277.319207,45029.70625,162.375,8.0,14.0,0
36537,,,,,,0
36538,,,,,,0
36539,,,,,,0
36540,545.994546,71595.736451,131.129,31.0,41.0,0
36543,,,,,1.0,0
36544,,,,,,0
36545,,,,,2.0,0
36546,,,,,,0
36547,,,,,1.0,0
36548,,,,,,0
36558,,,,,,0
36570,601.689516,57797.587058,96.0588,17.0,20.0,0
36579,,,,,3.0,0
36585,,,,,2.0,0
36587,,,,,1.0,0
36589,,,,,2.0,0
36590,524.242913,52272.536842,99.7105,38.0,43.0,0
36597,,,,,1.0,0
36599,,,,,2.0,0
36652,,,,,2.0,0
36657,,,,,1.0,0
36670,871.935733,91165.725,104.5555,18.0,24.0,0
36675,,,,,1.0,0
36677,353.361344,105125.0,297.5,4.0,4.0,0
36678,,,,,2.0,0
36679,,,,,1.0,0
36692,,,,,2.0,0
36730,1787.298798,219390.9275,122.75,4.0,4.0,0
36739,,,,,3.0,0
36740,1156.195703,154887.92439,133.9634,82.0,85.0,0
36746,,,,,4.0,0
36747,,,,,1.0,0
36748,,,,,1.0,0
36749,,,,,3.0,0
36750,1464.238787,128771.666666,87.9444,36.0,39.0,0
36779,,,,,1.0,0
36790,,,,,1.0,0
36791,1321.626016,243840.0,184.5,10.0,11.0,0
36792,,,,,1.0,0
36794,1030.664395,181500.0,176.1,10.0,11.0,0
36820,640.968618,103760.0,161.88,25.0,35.0,0
36826,613.586956,141125.0,230.0,4.0,4.0,0
36827,,,,,1.0,0
36828,,,,,3.0,0
36829,,,,,2.0,0
36840,,,,,1.0,0
36841,,,,,2.0,0
36842,784.455852,76406.0,97.4,5.0,5.0,0
36843,,,,,1.0,0
36844,,,,,,0
36870,778.939862,104118.294901,133.6666,51.0,58.0,0
36874,883.093525,122750.0,139.0,4.0,4.0,0
36875,,,,,,0
36876,666.057059,73399.488,110.2,5.0,6.0,0
36877,,,,,,0
36878,,,,,2.0,0
36879,,,,,2.0,0
36880,404.966185,78144.975,192.9666,60.0,153.0,0
36883,773.939393,76620.0,99.0,5.0,5.0,0
36884,,,,,6.0,0
36885,,,,,1.0,0
36886,,,,,1.0,0
36887,,,,,1.0,0
36888,,,,,3.0,0
36889,,,,,2.0,0
36890,1322.452067,126994.294117,96.0294,34.0,43.0,0
36116,,,,,4.0,0
36117,,,,,,0
36120,694.714459,127055.555555,182.8888,9.0,12.0,0
36121,558.48537,129792.0,232.4,10.0,11.0,0
36139,484.05856,85021.428571,175.6428,14.0,17.0,0
36420,312.024,65005.0,208.3333,6.0,8.0,0
36428,,,,,2.0,0
36429,,,,,2.0,0
36430,228.794642,62638.888888,273.7777,18.0,31.0,0
36435,,,,,1.0,0
36436,,,,,,0
36437,,,,,2.0,0
36438,,,,,,0
36490,,,,,,0
36491,1073.834196,103625.0,96.5,4.0,6.0,0
36492,,,,,,0
36493,,,,,1.0,0
36494,,,,,2.0,0
36520,635.744234,75812.5,119.25,8.0,21.0,0
36524,,,,,,0
36525,,,,,,0
36526,,,,,,0
36527,,,,,,0
36528,,,,,,0
36529,,,,,1.0,0
36550,292.044176,60978.824,208.8,10.0,13.0,0
36555,,,,,,0
36556,,,,,5.0,0
36557,,,,,2.0,0
36560,268.646646,96282.958,358.4,5.0,5.0,0
36567,,,,,,0
36569,,,,,2.0,0
36580,,,,,,0
36581,,,,,,0
36582,,,,,,0
36586,,,,,,0
36830,425.77821,79581.818181,186.909,11.0,15.0,0
36835,,,,,1.0,0
36836,,,,,1.0,0
36837,,,,,2.0,0
36838,,,,,1.0,0
36839,,,,,1.0,0
36845,,,,,2.0,0
36846,,,,,,0
36847,355.315747,111125.0,312.75,8.0,8.0,0
36848,,,,,1.0,0
36849,,,,,,0
36851,,,,,1.0,0
36852,,,,,1.0,0
36854,,,,,,0
36855,,,,,,0
36856,,,,,4.0,0
36857,,,,,1.0,0
36858,,,,,,0
36859,,,,,,0
36872,457.415293,74863.636363,163.6666,33.0,37.0,0
36873,581.96881,119420.0,205.2,10.0,14.0,0
30001,1639.772221,180548.253658,110.1056,123.0,141.0,0
30002,1422.65101,132921.744414,93.4324,222.0,246.0,0
30003,1509.14351,136052.56826,90.1521,184.0,200.0,0
30004,2141.516882,229659.839666,107.2416,120.0,138.0,0
30005,1853.366682,188302.054933,101.6,150.0,161.0,0
30006,1145.492725,118574.995967,103.5144,243.0,281.0,0
30007,2243.47158,217851.305278,97.1045,593.0,656.0,0
30008,2390.241595,260947.677767,109.172,215.0,252.0,0
30009,1619.865488,181573.12429,112.0914,317.0,389.0,0
30010,1165.273498,114340.825449,98.1235,178.0,212.0,0
30011,1239.641338,128524.90388,103.6791,134.0,160.0,0
30012,1135.623737,126224.274812,111.1497,187.0,241.0,0
30100,1284.637079,133663.695434,104.0478,230.0,264.0,0
30107,1507.237751,170953.571632,113.4217,147.0,151.0,0
30108,1081.543296,145197.1875,134.25,16.0,16.0,0
30110,1707.969168,215749.716527,126.3194,360.0,394.0,0
30120,881.886637,101510.143735,115.1056,265.0,295.0,0
30130,610.342363,77519.131481,127.0092,108.0,118.0,0
30139,553.197083,84579.882678,152.8928,56.0,60.0,0
30150,1435.361912,179203.951712,124.8493,146.0,155.0,0
30151,1466.513573,170003.991956,115.9239,92.0,95.0,0
30152,954.662708,138650.719215,145.2352,51.0,59.0,0
30153,914.773106,114527.582417,125.1978,91.0,98.0,0
30154,1100.419207,120312.5,109.3333,12.0,13.0,0
30155,2510.107193,334143.627339,133.1192,109.0,115.0,0
30156,904.706855,104370.272727,115.3636,11.0,11.0,0
30157,900.263467,122151.537894,135.6842,95.0,104.0,0
30158,927.450419,122472.919333,132.0533,75.0,86.0,0
30160,772.57889,107575.757575,139.2424,33.0,36.0,0
30161,639.646468,116628.872727,182.3333,33.0,37.0,0
30162,648.507475,98248.8825,151.5,12.0,17.0,0
30163,1146.858094,184959.53925,161.275,200.0,219.0,0
30164,786.384071,111309.090909,141.5454,11.0,12.0,0
30165,767.316449,113880.344827,148.4137,29.0,30.0,0
30166,911.800475,104075.511428,114.1428,14.0,15.0,0
30167,596.093037,78422.0,131.56,25.0,27.0,0
30168,638.0291,87700.0,137.4545,22.0,24.0,0
30169,994.687764,120760.471351,121.4054,37.0,39.0,0
30179,,,,,4.0,0
30331,624.738626,78962.5,126.3928,28.0,31.0,0
30369,901.422948,124058.333333,137.625,24.0,28.0,0
30370,2357.053665,224990.076513,95.4539,152.0,159.0,0
30380,1861.427707,156812.631117,84.2432,662.0,704.0,0
30385,2091.365761,243525.141317,116.4431,167.0,174.0,0
30420,785.954515,84528.797253,107.5492,193.0,238.0,0
30500,861.075277,119415.054945,138.6813,728.0,798.0,0
30506,1431.549394,220705.425603,154.1724,116.0,132.0,0
30507,1338.346686,300681.888888,224.6666,9.0,9.0,0
30508,1171.473118,158447.064181,135.2545,55.0,66.0,0
30509,1179.479631,230515.843684,195.4385,171.0,181.0,0
30510,692.027643,84566.96603,122.2017,466.0,576.0,0
30530,976.434151,95074.383206,97.3689,290.0,324.0,0
30565,366.590952,121113.436556,330.3775,241.0,256.0,0
30570,713.008894,99778.804166,139.9404,168.0,184.0,0
30579,766.439933,93699.906643,122.2534,146.0,184.0,0
30580,452.139143,52953.866666,117.1185,135.0,153.0,0
30588,626.866088,83048.148148,132.4814,27.0,29.0,0
30589,762.99153,91725.454545,120.2181,55.0,63.0,0
30590,1458.631024,140098.563207,96.0479,396.0,422.0,0
30592,1318.98296,122953.46908,93.2183,87.0,89.0,0
30609,544.356955,69133.333333,127.0,24.0,50.0,0
30627,,,,,1.0,0
30710,2148.21286,177838.752853,82.7845,1188.0,1248.0,0
30739,2035.393265,210350.318899,103.3462,309.0,326.0,0
30740,1762.624519,152634.48714,86.595,1042.0,1088.0,0
30820,865.193077,90390.510446,104.4743,605.0,639.0,0
30830,1248.573929,153374.204938,122.8395,81.0,86.0,0
30831,714.600954,87094.17,121.878,41.0,43.0,0
30832,679.182108,81763.076923,120.3846,26.0,27.0,0
30833,1227.445951,157221.385833,128.0882,204.0,284.0,0
30834,1373.742882,257347.833333,187.3333,6.0,6.0,0
30835,808.269938,113575.862068,140.5172,58.0,61.0,0
30836,726.504832,87755.729583,120.7916,24.0,25.0,0
30837,,,,,,0
30850,828.752969,112297.523249,135.5018,277.0,301.0,0
30858,539.048614,93745.454545,173.909,11.0,11.0,0
30859,489.852748,115153.076923,235.0769,13.0,17.0,0
30880,1251.243339,133922.970638,107.0319,658.0,722.0,0
30889,1597.72537,132814.091481,83.1269,189.0,196.0,0
30890,743.424826,83587.984181,112.4363,165.0,194.0,0
30140,698.223413,91518.987407,131.074,135.0,145.0,0
30148,,,,,2.0,0
30149,615.280135,90600.0,147.25,8.0,8.0,0
30180,456.429293,63415.79832,138.9389,131.0,174.0,0
30189,318.590831,56295.0,176.7,10.0,14.0,0
30201,1415.442592,184656.281527,130.4583,144.0,163.0,0
30202,1320.375925,125498.964431,95.0479,167.0,194.0,0
30203,1323.722223,125506.726507,94.8134,252.0,274.0,0
30204,1345.296899,161132.537391,119.7747,253.0,269.0,0
30205,1352.958683,140870.249363,104.1201,283.0,319.0,0
30300,1026.846109,106470.018262,103.6864,236.0,250.0,0
30310,977.615839,113710.196568,116.3137,341.0,364.0,0
30319,1322.977234,188489.440701,142.4736,57.0,63.0,0
30330,558.591103,99269.619047,177.7142,21.0,22.0,0
30335,1306.403868,234602.631578,179.5789,19.0,20.0,0
30350,2174.15909,398595.833333,183.3333,6.0,6.0,0
30351,682.352941,104400.0,153.0,5.0,9.0,0
30360,800.946066,85214.167297,106.3918,296.0,315.0,0
30364,1015.940565,97812.5,96.2777,36.0,37.0,0
30365,,,,,,0
30366,928.812421,110071.203432,118.5074,67.0,81.0,0
30367,,,,,,0
30368,1280.736159,119245.684523,93.1071,168.0,173.0,0
30381,759.216687,77539.130434,102.1304,23.0,26.0,0
30382,1114.616533,223815.0,200.8,10.0,11.0,0
30383,930.855193,82937.372549,89.098,102.0,110.0,0
30384,1623.60112,149710.296703,92.2087,182.0,188.0,0
30390,658.16468,93254.622222,141.6888,45.0,50.0,0
30391,,,,,2.0,0
30392,742.519189,99497.571428,134.0,7.0,9.0,0
30393,1353.697813,148023.913043,109.3478,23.0,25.0,0
30394,1257.497522,211515.74074,168.2037,54.0,54.0,0
30395,1082.855275,129617.7765,119.7,60.0,61.0,0
30396,928.769708,123784.362777,133.2777,18.0,19.0,0
30397,577.579686,97190.90909,168.2727,11.0,11.0,0
30398,675.763546,97985.714285,145.0,7.0,7.0,0
