codigo_postal,precio_m2,precio_medio,superficie_media,total_informados,total,es_estimado
03860,304.97825,63100.0,206.9,10.0,12.0,0
43001,1991.222203,196261.148421,98.5631,190.0,201.0,0
43002,1837.068995,176160.303579,95.892,176.0,178.0,0
43003,2116.64213,187666.782937,88.6625,160.0,167.0,0
43004,1720.89622,134994.747962,78.4444,162.0,166.0,0
43005,2274.033723,205556.405535,90.3928,224.0,235.0,0
43006,1051.869401,91350.81183,86.8461,377.0,410.0,0
43007,2106.769309,216365.968628,102.7003,277.0,303.0,0
43008,2336.046256,381576.47,163.3428,35.0,39.0,0
43100,1050.326085,85841.650476,81.7285,210.0,228.0,0
43110,1382.780502,140016.402857,101.2571,70.0,71.0,0
43120,861.901485,94259.987256,109.3628,113.0,130.0,0
43130,1071.295168,80921.600289,75.5362,138.0,147.0,0
43140,1310.954042,129702.515625,98.9375,64.0,75.0,0
43151,1613.554848,249704.225737,154.754,61.0,66.0,0
43201,1361.545251,133511.889636,98.059,220.0,245.0,0
43202,1494.228897,152063.710612,101.7673,245.0,261.0,0
43203,1327.504982,144240.282758,108.6551,116.0,122.0,0
43204,1446.74991,127753.690653,88.3039,306.0,360.0,0
43205,1395.648762,123455.623224,88.4575,459.0,493.0,0
43206,1866.506977,230538.171052,123.5131,76.0,84.0,0
43300,981.699722,121976.190476,124.25,84.0,96.0,0
43330,1280.105002,132976.424827,103.8793,58.0,60.0,0
43340,1344.046587,134798.603448,100.2931,58.0,63.0,0
43440,699.861943,110078.285714,157.2857,35.0,48.0,0
43460,1144.81528,152436.557692,133.1538,52.0,56.0,0
43470,1187.995938,156960.341463,132.1219,41.0,46.0,0
43480,1741.335267,164642.46518,94.5495,222.0,255.0,0
43481,2451.827034,132368.759512,53.9878,246.0,264.0,0
43491,559.842519,101571.428571,181.4285,7.0,11.0,0
43500,926.054215,87418.462592,94.3988,351.0,447.0,0
43510,793.862897,63017.592857,79.3809,21.0,26.0,0
43517,,,,,3.0,0
43520,785.822527,99202.817962,126.2407,54.0,84.0,0
43527,,,,,5.0,0
43529,1166.786199,130540.04,111.88,25.0,26.0,0
43530,865.740125,108984.056406,125.8854,192.0,250.0,0
43540,1162.940849,109825.619351,94.4378,370.0,408.0,0
43549,,,,,2.0,0
43560,464.400624,60311.507246,129.8695,69.0,89.0,0
43569,1358.842794,122029.411764,89.8039,51.0,61.0,0
43570,544.531498,80661.249259,148.1296,54.0,77.0,0
43580,887.551011,98964.081642,111.5024,207.0,280.0,0
43590,695.694915,72434.117647,104.1176,34.0,39.0,0
43700,1375.762381,160221.530407,116.4601,565.0,668.0,0
43711,1105.393574,202602.850816,183.2857,49.0,57.0,0
43717,1045.025066,160471.459734,153.5575,113.0,117.0,0
43718,825.3718,145949.891585,176.8292,82.0,85.0,0
43720,925.849389,128285.063728,138.5593,59.0,97.0,0
43730,832.367438,94866.766666,113.9722,36.0,38.0,0
43740,605.387371,77334.873444,127.7444,90.0,103.0,0
43750,469.129967,59021.621621,125.8108,37.0,58.0,0
43760,1353.838343,130467.263508,96.3684,57.0,73.0,0
43761,1549.819229,177408.718823,114.4705,85.0,88.0,0
43770,538.896324,64667.558947,120.0,38.0,41.0,0
43780,355.140048,83863.785714,236.1428,14.0,21.0,0
43800,837.532167,105033.434756,125.4082,267.0,307.0,0
43812,953.987508,136929.007111,143.5333,45.0,47.0,0
43813,393.210749,119142.857142,303.0,7.0,8.0,0
43815,1350.993377,141230.76923,104.5384,39.0,40.0,0
43820,2244.206182,231622.714413,103.2091,435.0,502.0,0
43830,2240.61237,196175.354809,87.5543,368.0,486.0,0
43839,1907.070253,187473.945312,98.3046,128.0,146.0,0
43840,2671.580386,200807.791554,75.1644,1113.0,1198.0,0
43850,2444.2033,240643.151437,98.4546,981.0,1030.0,0
43860,1877.030826,223153.369454,118.8863,220.0,242.0,0
43870,995.516785,82168.820673,82.5388,386.0,432.0,0
43879,911.512134,64598.468695,70.8695,23.0,31.0,0
43880,2093.641635,208892.067908,99.7745,306.0,352.0,0
43881,1900.905527,206773.845783,108.7764,434.0,491.0,0
43882,1862.599745,182203.495989,97.8221,551.0,611.0,0
43883,1966.079253,215668.388358,109.6946,262.0,277.0,0
43890,1699.985406,199482.6625,117.3437,160.0,169.0,0
43891,1250.433166,125251.722222,100.1666,18.0,19.0,0
43892,1870.74729,185279.776279,99.0405,543.0,559.0,0
43893,2708.069012,286304.563564,105.7227,101.0,141.0,0
43894,646.199586,70389.597857,108.9285,28.0,29.0,0
43895,1975.226804,164402.587096,83.2322,155.0,172.0,0
43896,930.688407,72871.693636,78.2987,77.0,88.0,0
43897,918.859649,83800.0,91.2,5.0,6.0,0
43141,1261.856552,124885.560606,98.9696,33.0,37.0,0
43144,1035.235732,139066.666666,134.3333,18.0,22.0,0
43150,,,,,1.0,0
43152,1270.995493,163289.473684,128.4736,19.0,22.0,0
43154,,,,,2.0,0
43155,334.22939,74600.0,223.2,5.0,5.0,0
43320,1195.929763,164905.426296,137.8888,27.0,29.0,0
43350,1142.212147,117959.363636,103.2727,22.0,25.0,0
43364,1198.992566,126325.8568,105.36,25.0,32.0,0
43365,1384.549071,156592.5,113.1,40.0,44.0,0
43380,1491.150442,84250.0,56.5,4.0,4.0,0
43381,887.394514,120178.571428,135.4285,14.0,15.0,0
43382,1546.931618,220566.666666,142.5833,12.0,13.0,0
43390,1193.169451,141831.533913,118.8695,23.0,31.0,0
43391,1682.597467,201093.135135,119.5135,37.0,41.0,0
43392,2330.459434,362642.224146,155.6097,41.0,43.0,0
43393,1778.60286,230964.285714,129.8571,14.0,16.0,0
43400,1232.297253,167145.942028,135.6376,69.0,83.0,0
43410,,,,,2.0,0
43412,551.067961,141900.0,257.5,6.0,6.0,0
43414,,,,,4.0,0
43415,,,,,2.0,0
43420,387.039894,98145.168947,253.5789,38.0,44.0,0
43424,569.955728,80309.47619,140.9047,21.0,28.0,0
43425,,,,,3.0,0
43428,,,,,1.0,0
43429,,,,,2.0,0
43450,552.390852,88566.666666,160.3333,12.0,12.0,0
43459,,,,,,0
43479,1973.68421,262500.0,133.0,6.0,6.0,0
43511,825.940438,87825.0,106.3333,12.0,16.0,0
43512,387.473154,45032.991111,116.2222,9.0,14.0,0
43513,315.281899,60714.285714,192.5714,7.0,8.0,0
43514,394.282511,43962.5,111.5,4.0,8.0,0
43515,429.109589,53700.0,125.1428,7.0,10.0,0
43516,265.615878,65000.0,244.7142,7.0,14.0,0
43519,1410.164647,162874.016833,115.5,60.0,65.0,0
43550,547.527432,57098.400568,104.284,88.0,140.0,0
43558,837.5,54437.5,65.0,4.0,5.0,0
43559,999.178981,152125.0,152.25,4.0,9.0,0
43591,,,,,5.0,0
43592,618.559953,81100.082777,131.1111,18.0,21.0,0
43593,550.186567,58980.0,107.2,5.0,7.0,0
43594,,,,,5.0,0
43596,519.125683,71250.0,137.25,4.0,4.0,0
43710,1294.51704,177602.109565,137.1956,46.0,50.0,0
43712,1005.799709,145018.030909,144.1818,22.0,41.0,0
43713,1061.264018,182905.604897,172.3469,49.0,50.0,0
43714,932.167042,130405.263157,139.8947,19.0,21.0,0
43716,1051.41447,168117.548275,159.8965,29.0,32.0,0
43719,1065.719217,135528.292682,127.1707,41.0,45.0,0
43736,414.241164,71160.714285,171.7857,14.0,16.0,0
43746,514.041698,67802.1,131.9,20.0,26.0,0
43747,371.107266,67736.842105,182.5263,19.0,25.0,0
43748,361.875664,38917.142857,107.5428,35.0,42.0,0
43749,473.541517,65190.882222,137.6666,9.0,10.0,0
43762,1486.989985,222773.129259,149.8148,27.0,28.0,0
43763,1709.098914,207960.714285,121.6785,28.0,30.0,0
43764,1465.759466,214745.036923,146.5076,65.0,67.0,0
43765,1016.516851,173425.035714,170.6071,28.0,30.0,0
43771,1143.185433,211134.523448,184.6896,29.0,34.0,0
43772,1534.631879,165150.0,107.6153,13.0,13.0,0
43781,180.30303,42500.0,235.7142,7.0,8.0,0
43782,,,,,2.0,0
43784,247.659747,55318.181818,223.3636,11.0,11.0,0
43785,343.672456,55400.0,161.2,10.0,11.0,0
43786,395.918367,90533.333333,228.6666,18.0,26.0,0
43790,453.117647,70027.272727,154.5454,11.0,14.0,0
43791,659.134615,85687.5,130.0,8.0,12.0,0
43792,520.709271,41934.453333,80.5333,15.0,23.0,0
43810,748.418857,115791.088928,154.7142,28.0,33.0,0
43811,965.885647,142391.878947,147.421,38.0,42.0,0
43814,602.538071,89025.0,147.75,24.0,24.0,0
43877,997.636684,84965.391,85.1666,60.0,71.0,0
43878,461.388074,59000.0,127.875,8.0,9.0,0
43884,1163.070865,112178.185,96.45,20.0,22.0,0
43885,455.259026,116000.0,254.8,5.0,6.0,0
43886,626.883262,147004.125,234.5,8.0,8.0,0
43887,947.498655,125814.285714,132.7857,14.0,15.0,0
43142,885.55347,94400.0,106.6,5.0,5.0,0
43143,1416.294642,158625.0,112.0,4.0,4.0,0
43153,,,,,1.0,0
43310,,,,,2.0,0
43311,775.336463,130378.947368,168.1578,19.0,20.0,0
43312,,,,,1.0,0
43360,729.101358,139550.0,191.4,10.0,11.0,0
43361,,,,,2.0,0
43362,,,,,,0
43363,1653.623188,95083.333333,57.5,6.0,6.0,0
43370,,,,,2.0,0
43371,,,,,1.0,0
43373,,,,,3.0,0
43374,,,,,2.0,0
43375,,,,,1.0,0
43376,1197.674418,77250.0,64.5,4.0,7.0,0
43379,,,,,,0
43411,599.407406,109331.911,182.4,10.0,11.0,0
43413,,,,,2.0,0
43421,1053.547038,137440.0,130.4545,11.0,12.0,0
43422,677.474402,113428.571428,167.4285,7.0,7.0,0
43423,,,,,3.0,0
43426,265.221402,95833.333333,361.3333,6.0,8.0,0
43427,507.270792,72770.300909,143.4545,11.0,14.0,0
43430,346.351197,75937.5,219.25,8.0,12.0,0
43439,814.814814,74800.0,91.8,5.0,7.0,0
43448,,,,,,0
43449,,,,,2.0,0
43490,949.895688,119279.758571,125.5714,7.0,8.0,0
43528,868.243858,79516.666666,91.5833,12.0,12.0,0
43595,665.516944,95834.44,144.0,6.0,7.0,0
43597,415.795586,89500.0,215.25,4.0,6.0,0
43715,907.545474,139355.172413,153.5517,29.0,31.0,0
43737,336.312323,89375.0,265.75,4.0,5.0,0
43738,,,,,3.0,0
43739,,,,,1.0,0
43773,1031.880108,94675.0,91.75,12.0,13.0,0
43774,1061.096715,72685.125,68.5,8.0,10.0,0
43775,1092.07317,89550.0,82.0,10.0,11.0,0
43776,649.725274,118250.0,182.0,4.0,4.0,0
43777,671.322035,85761.39,127.75,4.0,4.0,0
43783,,,,,3.0,0
43787,437.908496,50250.0,114.75,4.0,5.0,0
43816,308.441558,71250.0,231.0,4.0,10.0,0
43817,681.205392,78090.90909,114.6363,11.0,12.0,0
15001,2897.152464,324368.783333,111.9612,129.0,153.0,0
15002,2680.071282,227271.952241,84.8007,281.0,310.0,0
15003,3432.316116,335716.645789,97.8105,95.0,109.0,0
15004,3116.590828,387336.945645,124.2822,124.0,143.0,0
15005,3012.705167,317782.900763,105.4809,131.0,148.0,0
15006,3135.454696,273840.375,87.3367,196.0,251.0,0
15007,2274.949624,173743.871292,76.3726,263.0,280.0,0
15008,1949.255758,206130.290647,105.7482,139.0,183.0,0
15009,2474.890324,216013.078288,87.2818,298.0,352.0,0
15010,2018.823346,151521.205301,75.0542,166.0,183.0,0
15011,2750.767371,244895.061674,89.0279,215.0,243.0,0
15140,1052.735876,120357.04918,114.3278,61.0,67.0,0
15141,1253.618493,125295.869473,99.9473,38.0,51.0,0
15142,1191.173274,154786.349444,129.9444,108.0,142.0,0
15144,882.532418,192833.333333,218.5,6.0,7.0,0
15145,839.877084,124821.005272,148.6181,55.0,73.0,0
15146,,,,,2.0,0
15160,1401.70895,156127.4561,111.3836,159.0,215.0,0
15168,1194.269959,284645.714285,238.3428,35.0,42.0,0
15169,1367.513611,334888.888888,244.8888,9.0,13.0,0
15171,789.646464,260583.333333,330.0,6.0,7.0,0
15172,2476.344172,286409.578481,115.6582,79.0,101.0,0
15173,1676.826681,310601.765362,185.2318,69.0,81.0,0
15176,1605.371739,274946.666666,171.2666,30.0,36.0,0
15177,1499.71341,285445.45238,190.3333,42.0,51.0,0
15178,2927.706025,365500.983771,124.8421,114.0,121.0,0
15179,2440.175632,304667.735,124.8548,62.0,91.0,0
15190,1735.69383,180649.186842,104.0789,38.0,39.0,0
15220,1819.113521,161436.648936,88.7446,94.0,105.0,0
15229,,,,,4.0,0
15300,902.205916,110377.01746,122.3412,126.0,149.0,0
15318,708.432365,155806.818181,219.9318,44.0,55.0,0
15319,685.9423,172781.243888,251.8888,18.0,19.0,0
15401,1003.854033,102867.660606,102.4727,165.0,194.0,0
15402,1235.376829,120098.660945,97.2162,148.0,177.0,0
15403,1034.770001,87900.016011,84.9464,168.0,183.0,0
15404,954.928048,76014.082938,79.6018,211.0,228.0,0
15405,788.292738,94576.652968,119.9765,128.0,156.0,0
15406,748.974959,69383.660526,92.6381,152.0,161.0,0
15540,,,,,3.0,0
15541,1046.659459,193632.0,185.0,5.0,5.0,0
15570,984.980298,96157.253117,97.6235,340.0,415.0,0
15572,833.084011,93469.050803,112.1964,112.0,119.0,0
15573,,,,,,0
15578,1195.121951,141555.555555,118.4444,9.0,10.0,0
15590,859.625653,132382.350588,154.0,17.0,19.0,0
15592,,,,,3.0,0
15593,726.190476,152500.0,210.0,4.0,6.0,0
15594,953.090096,182857.142857,191.8571,7.0,8.0,0
15595,267.050912,69500.0,260.25,12.0,17.0,0
15596,,,,,4.0,0
15597,957.772925,109665.0,114.5,10.0,11.0,0
15684,,,,,2.0,0
15688,831.589362,158694.97,190.8333,12.0,15.0,0
15690,1504.754358,211000.0,140.2222,9.0,9.0,0
15701,2296.052403,263232.464566,114.6456,127.0,138.0,0
15702,2131.857665,211489.449677,99.2043,93.0,108.0,0
15703,1927.703169,172541.634303,89.5063,79.0,81.0,0
15704,1815.626348,172067.399729,94.7702,74.0,81.0,0
15705,1705.828989,221208.433898,129.6779,59.0,75.0,0
15706,2687.690542,239646.27041,89.1643,73.0,89.0,0
15707,1828.885269,202843.697333,110.9111,45.0,61.0,0
15820,613.013698,179000.0,292.0,6.0,6.0,0
15839,,,,,6.0,0
15864,819.898562,207123.340344,252.6206,58.0,63.0,0
15870,632.579185,174750.0,276.25,4.0,4.0,0
15884,518.75,149400.0,288.0,5.0,5.0,0
15890,,,,,1.0,0
15892,509.329787,105329.4,206.8,5.0,5.0,0
15893,,,,,1.0,0
15895,1896.324823,167258.234779,88.2012,159.0,174.0,0
15896,1198.25756,268542.833333,224.1111,9.0,9.0,0
15897,1063.033345,296480.0,278.9,10.0,11.0,0
15898,750.174947,268000.0,357.25,8.0,10.0,0
15899,,,,,4.0,0
15100,927.68911,103602.666584,111.6782,202.0,217.0,0
15102,472.099853,80375.0,170.25,4.0,4.0,0
15105,852.956877,177888.895555,208.5555,9.0,12.0,0
15106,395.37037,213500.0,540.0,4.0,4.0,0
15107,,,,,2.0,0
15108,364.684014,122625.0,336.25,4.0,5.0,0
15109,526.106696,92700.0,176.2,10.0,13.0,0
15110,728.04426,102536.179459,140.8378,37.0,46.0,0
15114,538.60663,47092.645526,87.4342,76.0,81.0,0
15121,377.622195,70699.266666,187.2222,18.0,25.0,0
15126,,,,,,0
15139,,,,,1.0,0
15147,461.066666,78590.90909,170.4545,11.0,17.0,0
15148,737.179487,115000.0,156.0,4.0,4.0,0
15174,1938.127655,176101.260538,90.8615,130.0,156.0,0
15180,940.379403,86750.0,92.25,4.0,4.0,0
15181,1100.909314,235768.421052,214.1578,19.0,22.0,0
15189,1224.356701,243389.22421,198.7894,19.0,19.0,0
15198,,,,,4.0,0
15199,1742.392167,299295.454545,171.7727,22.0,24.0,0
15200,833.327718,101893.252878,122.2727,66.0,84.0,0
15210,526.949536,104431.817272,198.1818,11.0,18.0,0
15211,,,,,2.0,0
15213,,,,,3.0,0
15218,,,,,1.0,0
15280,1253.631167,189892.131578,151.4736,38.0,48.0,0
15310,545.091877,81576.40625,149.6562,64.0,74.0,0
15379,,,,,3.0,0
15500,706.116475,106027.802083,150.1562,96.0,114.0,0
15509,,,,,4.0,0
15520,430.490654,86705.882352,201.4117,17.0,21.0,0
15528,779.088913,157722.222222,202.4444,9.0,9.0,0
15582,,,,,,0
15608,1434.684048,210932.714285,147.0238,42.0,45.0,0
15627,890.549273,122500.0,137.5555,9.0,10.0,0
15650,959.038737,222816.666666,232.3333,6.0,6.0,0
15659,882.610053,217461.538461,246.3846,13.0,15.0,0
15660,1217.032747,163893.743333,134.6666,42.0,47.0,0
15668,1042.016806,265714.285714,255.0,7.0,9.0,0
15669,595.555555,229714.285714,385.7142,7.0,7.0,0
15670,2059.002338,172284.782608,83.6739,46.0,57.0,0
15679,2170.324065,168386.142857,77.5857,70.0,81.0,0
15680,755.705566,86977.62581,115.0945,74.0,87.0,0
15685,482.09574,127900.0,265.3,10.0,17.0,0
15686,708.518802,153866.666666,217.1666,6.0,7.0,0
15687,634.733893,141625.0,223.125,8.0,13.0,0
15689,,,,,2.0,0
15819,,,,,3.0,0
15863,276.158082,94722.222222,343.0,9.0,14.0,0
15865,970.014297,180085.263043,185.6521,23.0,30.0,0
15866,698.342783,183937.416521,263.3913,23.0,25.0,0
15881,907.704552,167711.764705,184.7647,17.0,20.0,0
15883,1320.658413,163412.057205,123.7352,68.0,71.0,0
15886,948.501577,240540.0,253.6,25.0,27.0,0
15894,1936.006825,226900.0,117.2,20.0,20.0,0
15920,1143.902543,174991.091363,152.9772,44.0,48.0,0
15928,981.089258,129700.0,132.2,5.0,6.0,0
15930,998.799564,112009.214178,112.1438,146.0,166.0,0
15937,,,,,3.0,0
15938,781.179985,209200.0,267.8,5.0,8.0,0
15939,794.300979,99111.111111,124.7777,27.0,29.0,0
15940,910.948253,100692.787391,110.5362,69.0,73.0,0
15948,899.271844,105857.142857,117.7142,7.0,7.0,0
15949,2149.162304,151515.9425,70.5,8.0,8.0,0
15959,1063.592233,121722.222222,114.4444,27.0,30.0,0
15960,1146.175382,111370.982364,97.1674,203.0,237.0,0
15965,1379.600626,160159.090909,116.0909,22.0,24.0,0
15966,1470.75748,120822.727,82.15,20.0,25.0,0
15967,,,,,2.0,0
15969,1393.504144,168107.272727,120.6363,22.0,24.0,0
15983,,,,,2.0,0
15984,,,,,,0
15985,,,,,3.0,0
15990,701.884253,104300.0,148.6,5.0,6.0,0
15991,,,,,,0
15992,744.976076,100451.612903,134.8387,31.0,36.0,0
15993,,,,,1.0,0
15111,130.66012,39916.666666,305.5,6.0,6.0,0
15112,,,,,,0
15113,1106.61203,81323.40909,73.4886,88.0,151.0,0
15117,1040.772831,108699.53897,104.4411,68.0,71.0,0
15118,,,,,,0
15122,,,,,2.0,0
15123,556.728483,58540.0,105.15,20.0,22.0,0
15124,772.137814,80934.081818,104.8181,11.0,15.0,0
15125,499.466382,93600.0,187.4,5.0,12.0,0
15138,596.495126,51000.333333,85.5,6.0,6.0,0
15150,450.980392,62428.571428,138.4285,7.0,8.0,0
15153,796.34381,77593.75,97.4375,16.0,16.0,0
15154,1016.411119,96140.534117,94.5882,17.0,21.0,0
15155,659.117422,78870.661016,119.661,59.0,88.0,0
15165,1264.648037,273369.054054,216.1621,37.0,42.0,0
15166,1430.530164,313000.0,218.8,5.0,5.0,0
15167,1121.759622,238000.0,212.1666,12.0,13.0,0
15175,1541.111234,134089.00632,87.008,125.0,154.0,0
15182,,,,,1.0,0
15183,,,,,3.0,0
15184,,,,,3.0,0
15185,659.275052,123535.587142,187.3809,21.0,35.0,0
15186,371.640783,110080.0,296.2,5.0,6.0,0
15187,459.411556,129600.0,282.1,10.0,10.0,0
15188,,,,,1.0,0
15240,1503.996003,188187.5,125.125,8.0,9.0,0
15250,1112.076117,100086.850571,90.0,35.0,40.0,0
15256,,,,,2.0,0
15258,624.081408,141131.552857,226.1428,7.0,10.0,0
15259,827.853598,70236.842105,84.8421,19.0,22.0,0
15270,632.42425,90752.88,143.5,70.0,84.0,0
15290,1103.577464,293827.5,266.25,4.0,5.0,0
15291,1580.68783,119500.0,75.6,10.0,15.0,0
15298,,,,,1.0,0
15299,,,,,2.0,0
15313,560.924725,124350.0,221.6875,16.0,23.0,0
15314,372.13908,93327.165,250.7857,14.0,21.0,0
15316,583.074848,101729.411764,174.4705,17.0,20.0,0
15317,366.666666,89760.0,244.8,15.0,18.0,0
15324,,,,,,0
15325,,,,,1.0,0
15339,877.335929,103798.588666,118.3111,45.0,60.0,0
15510,571.269125,94298.135762,165.0677,59.0,69.0,0
15577,,,,,,0
15579,,,,,,0
15600,753.499142,102722.932295,136.3278,61.0,79.0,0
15607,1076.011157,192875.0,179.25,4.0,4.0,0
15609,,,,,,0
15614,1628.626692,210500.0,129.25,4.0,5.0,0
15620,855.856026,93901.457462,109.7164,67.0,83.0,0
15623,1274.05991,249875.0,196.125,8.0,11.0,0
15624,1330.334917,130638.888888,98.2,90.0,135.0,0
15625,915.00994,115062.5,125.75,8.0,9.0,0
15626,776.785714,114681.818181,147.6363,11.0,14.0,0
15630,1108.892864,129201.86,116.5142,70.0,100.0,0
15635,,,,,2.0,0
15639,917.582417,167000.0,182.0,5.0,5.0,0
15640,1264.00791,273928.571428,216.7142,7.0,9.0,0
15800,707.2252,93138.484057,131.6956,69.0,98.0,0
15805,,,,,,0
15807,418.522849,89467.307692,213.7692,13.0,17.0,0
15808,649.301252,91829.748571,141.4285,7.0,15.0,0
15809,1132.204433,114918.75,101.5,8.0,8.0,0
15810,687.759954,93447.179487,135.8717,39.0,57.0,0
15823,,,,,,0
15824,,,,,1.0,0
15826,,,,,,0
15830,955.401075,128932.916129,134.9516,62.0,77.0,0
15838,,,,,1.0,0
15880,,,,,3.0,0
15882,,,,,1.0,0
15885,1022.988505,226545.454545,221.4545,11.0,11.0,0
15888,1099.396898,132003.448275,120.0689,29.0,37.0,0
15900,653.321325,101791.677419,155.8064,62.0,68.0,0
15910,,,,,1.0,0
15914,,,,,1.0,0
15915,,,,,,0
15917,,,,,,0
15980,696.729435,140600.0,201.8,5.0,5.0,0
15116,866.754617,164250.0,189.5,4.0,5.0,0
15119,,,,,,0
15127,,,,,,0
15128,,,,,,0
15129,455.607933,81877.808,179.7111,45.0,52.0,0
15130,1090.072864,113990.476666,104.5714,21.0,23.0,0
15137,928.361283,155500.515,167.5,4.0,12.0,0
15151,581.717451,126000.0,216.6,5.0,5.0,0
15152,,,,,,0
15230,633.265899,112630.863571,177.8571,14.0,19.0,0
15236,,,,,,0
15237,,,,,1.0,0
15239,,,,,4.0,0
15286,,,,,4.0,0
15287,128.309729,138916.666666,1082.6666,6.0,6.0,0
15288,423.018292,92500.0,218.6666,6.0,8.0,0
15292,777.904979,123545.454545,158.8181,11.0,11.0,0
15293,1227.692307,133000.0,108.3333,12.0,15.0,0
15295,1171.350861,129200.0,110.3,10.0,12.0,0
15296,1307.449402,99054.857142,75.7619,21.0,24.0,0
15297,,,,,1.0,0
15320,511.464095,60426.709879,118.1445,83.0,95.0,0
15326,,,,,1.0,0
15327,,,,,,0
15328,,,,,,0
15329,,,,,1.0,0
15347,,,,,3.0,0
15350,777.994525,86889.186012,111.6835,158.0,171.0,0
15357,,,,,3.0,0
15358,,,,,3.0,0
15359,615.503875,99250.0,161.25,4.0,8.0,0
15360,619.943874,73336.311475,118.295,61.0,93.0,0
15365,1175.937483,127505.221428,108.4285,7.0,9.0,0
15366,,,,,3.0,0
15369,,,,,4.0,0
15542,,,,,1.0,0
15543,,,,,2.0,0
15550,,,,,3.0,0
15551,1091.537132,210666.666666,193.0,6.0,6.0,0
15552,679.724993,129577.048684,190.6315,38.0,42.0,0
15553,1188.562596,256333.333333,215.6666,6.0,6.0,0
15554,,,,,3.0,0
15555,1065.843621,129500.0,121.5,4.0,4.0,0
15611,,,,,,0
15612,,,,,2.0,0
15613,975.308641,118500.0,121.5,4.0,4.0,0
15621,797.933089,180173.2915,225.8,20.0,20.0,0
15622,1068.441064,172923.076923,161.8461,13.0,15.0,0
15683,,,,,4.0,0
15806,672.304439,90857.142857,135.1428,7.0,9.0,0
15821,606.791225,154547.086956,254.6956,23.0,27.0,0
15822,475.809195,103726.404545,218.0,11.0,21.0,0
15825,,,,,,0
15828,,,,,,0
15837,,,,,,0
15840,504.766579,55984.222222,110.9111,45.0,92.0,0
15841,,,,,,0
15845,,,,,5.0,0
15846,,,,,1.0,0
15847,,,,,,0
15848,,,,,,0
15860,,,,,1.0,0
15861,,,,,2.0,0
15862,,,,,2.0,0
15871,480.826271,113475.0,236.0,4.0,4.0,0
15872,,,,,,0
15873,673.129816,100969.4725,150.0,12.0,15.0,0
15874,,,,,1.0,0
15887,634.467242,118486.7575,186.75,4.0,4.0,0
15916,,,,,2.0,0
15970,994.778432,125206.430909,125.8636,44.0,48.0,0
15978,,,,,4.0,0
15979,,,,,1.0,0
15981,,,,,5.0,0
15982,,,,,2.0,0
15994,,,,,,0
15995,,,,,,0
15996,842.743764,148660.0,176.4,5.0,6.0,0
15998,384.615384,107500.0,279.5,4.0,5.0,0
15999,1896.886983,208061.403714,109.6857,35.0,39.0,0
15115,710.936476,83507.692307,117.4615,13.0,15.0,0
15149,644.264653,127978.571428,198.6428,14.0,17.0,0
15212,,,,,,0
15214,609.069585,111285.714285,182.7142,7.0,12.0,0
15215,,,,,,0
15216,,,,,1.0,0
15281,1055.865911,76444.692,72.4,5.0,6.0,0
15282,,,,,,0
15315,,,,,,0
15330,573.989411,93349.420816,162.6326,49.0,68.0,0
15332,555.154056,100170.61,180.4375,16.0,21.0,0
15337,385.444743,71500.0,185.5,8.0,13.0,0
15338,,,,,10.0,0
15340,,,,,1.0,0
15349,,,,,1.0,0
15367,407.170352,78855.325,193.6666,6.0,7.0,0
15368,597.308209,88760.0,148.6,5.0,6.0,0
15380,754.03477,151982.361176,201.5588,34.0,38.0,0
15386,,,,,1.0,0
15387,,,,,1.0,0
15388,790.839694,129500.0,163.75,4.0,5.0,0
15389,1153.196622,191200.0,165.8,5.0,5.0,0
15390,,,,,4.0,0
15391,,,,,5.0,0
15530,460.115018,100932.503636,219.3636,11.0,14.0,0
15560,326.457159,93250.155714,285.6428,14.0,18.0,0
15561,,,,,,0
15562,889.200561,126800.0,142.6,5.0,6.0,0
15563,349.263828,97522.222222,279.2222,18.0,19.0,0
15564,,,,,,0
15565,,,,,5.0,0
15566,,,,,1.0,0
15567,,,,,,0
15568,,,,,2.0,0
15569,801.337837,118598.0,148.0,5.0,7.0,0
15576,,,,,3.0,0
15580,,,,,,0
15598,,,,,2.0,0
15615,,,,,,0
15616,,,,,1.0,0
15617,,,,,,0
15619,751.029251,82800.975,110.25,4.0,9.0,0
15637,1375.617479,241344.444444,175.4444,9.0,9.0,0
15638,,,,,,0
15656,,,,,,0
15813,344.652206,65828.571428,191.0,7.0,12.0,0
15814,,,,,2.0,0
15815,346.938775,68000.0,196.0,4.0,6.0,0
15816,,,,,3.0,0
15817,,,,,2.0,0
15818,608.264462,92000.0,151.25,4.0,10.0,0
15850,343.113284,70166.666666,204.5,6.0,7.0,0
15851,,,,,1.0,0
15855,,,,,,0
15856,,,,,,0
15857,,,,,,0
15858,,,,,,0
15859,,,,,,0
15911,498.504267,109795.565,220.25,8.0,12.0,0
15912,,,,,3.0,0
15913,,,,,,0
12001,1236.766463,171077.065434,138.326,138.0,165.0,0
12002,1292.84177,131214.93421,101.4934,152.0,165.0,0
12003,1472.516111,160614.049035,109.0745,228.0,276.0,0
12004,1238.149099,123403.020681,99.6673,499.0,573.0,0
12005,1386.158579,148496.14619,107.1278,399.0,447.0,0
12006,1165.392326,117193.735777,100.5616,495.0,565.0,0
12100,1483.347307,160765.536526,108.3802,334.0,353.0,0
12110,617.982447,74759.3966,120.9733,150.0,175.0,0
