codigo_postal,provincia,municipio_nombre,poblacion_actual,poblacion_hace_5a,crecimiento_%,supera_20k,crecimiento_positivo,precio_m2,variacion_anual_%,variacion_maximo_%,en_maximo_historico,precio_anual_positivo,fuente_precio,tiene_supermercado,tiene_colegio,tiene_instituto,tiene_universidad,tiene_centro_salud,tiene_todos_servicios,tiene_mercadona
12549,Castellón/Castelló,Betxí,5659.0,5618.0,0.73,False,True,774.387533,,,False,False,notariado,False,False,False,False,True,False,True
15318,A Coruña,Abegondo,5631.0,5398.0,4.32,False,True,708.432365,,,False,False,notariado,False,True,True,False,True,False,False
15684,A Coruña,"Ordes, Oroso, Tordoia",5592.666666666667,5494.583333333333,1.79,False,True,,,,False,False,mivau,False,False,False,False,False,False,False
15839,A Coruña,"Baña, A, Brión, Negreira",5552.583333333334,5476.333333333333,1.39,False,True,,,,False,False,mivau,False,False,False,False,False,False,False
46690,Valencia/València,"Alcúdia de Crespins, l'",5548.0,5113.0,8.51,False,True,480.769126,,,False,False,notariado,False,True,True,False,True,False,True
15229,A Coruña,Ames,5546.0,5350.666666666667,3.65,False,True,1872.4,22.61,0.0,True,True,mivau,False,False,False,False,False,False,True
15870,A Coruña,Ames,5546.0,5350.666666666667,3.65,False,True,632.579185,22.61,0.0,True,True,notariado,False,False,False,False,False,False,True
15895,A Coruña,Ames,5546.0,5350.666666666667,3.65,False,True,1896.324823,22.61,0.0,True,True,notariado,False,True,True,False,True,False,True
15220,A Coruña,Ames,5546.0,5350.666666666667,3.65,False,True,1819.113521,22.61,0.0,True,True,notariado,True,True,True,False,True,False,True
15864,A Coruña,Ames,5546.0,5350.666666666667,3.65,False,True,819.898562,22.61,0.0,True,True,notariado,True,False,False,False,False,False,True
15228,A Coruña,Ames,5546.0,5350.666666666667,3.65,False,True,1872.4,22.61,0.0,True,True,mivau,False,False,False,False,False,False,False
15171,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,789.646464,6.59,-2.63,False,True,notariado,True,False,False,False,False,False,True
15176,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,1605.371739,6.59,-2.63,False,True,notariado,False,True,False,False,False,False,True
15179,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,2440.175632,6.59,-2.63,False,True,notariado,True,True,True,True,True,True,True
15173,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,1676.826681,6.59,-2.63,False,True,notariado,True,True,True,False,True,False,True
15177,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,1499.71341,6.59,-2.63,False,True,notariado,False,False,False,False,True,False,True
15172,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,2476.344172,6.59,-2.63,False,True,notariado,True,True,True,False,True,False,True
15178,A Coruña,Oleiros,5541.857142857143,5219.142857142857,6.18,False,True,2927.706025,6.59,-2.63,False,True,notariado,False,False,False,False,False,False,True
43560,Tarragona,"Sénia, La",5516.0,5640.0,-2.2,False,False,464.400624,,,False,False,notariado,False,True,True,False,True,False,False
30149,Murcia,Santomera,5481.0,5423.333333333333,1.06,False,True,615.280135,,,False,False,notariado,False,False,False,False,False,False,True
30148,Murcia,Santomera,5481.0,5423.333333333333,1.06,False,True,,,,False,False,mivau,False,False,False,False,False,False,True
30140,Murcia,Santomera,5481.0,5423.333333333333,1.06,False,True,698.223413,,,False,False,notariado,True,True,False,False,True,False,True
43815,Tarragona,"Aiguamúrcia, Mont-roig del Camp",5365.166666666667,4618.333333333333,16.17,False,True,1350.993377,,,False,False,notariado,False,False,False,False,True,False,False
43460,Tarragona,Alcover,5362.0,5144.0,4.24,False,True,1144.81528,,,False,False,notariado,False,True,True,False,False,False,True
46620,Valencia/València,Ayora,5282.0,5283.0,-0.02,False,False,438.783388,,,False,False,notariado,False,True,True,False,True,False,False
03698,Alicante/Alacant,Agost,5225.0,4794.0,8.99,False,True,897.958703,,,False,False,notariado,False,True,False,False,True,False,True
30729,Murcia,San Javier,5217.714285714285,4732.714285714285,10.25,False,True,1499.160134,21.39,-17.19,False,True,notariado,False,False,False,False,False,False,False
30720,Murcia,San Javier,5217.714285714285,4732.714285714285,10.25,False,True,1883.572777,21.39,-17.19,False,True,notariado,False,False,False,False,True,False,True
30730,Murcia,San Javier,5217.714285714285,4732.714285714285,10.25,False,True,1421.147293,21.39,-17.19,False,True,notariado,False,False,False,False,True,False,True
30561,Murcia,Alguazas,5215.5,4880.5,6.86,False,True,557.713144,,,False,False,notariado,False,False,False,False,False,False,False
30560,Murcia,Alguazas,5215.5,4880.5,6.86,False,True,592.913241,,,False,False,notariado,False,True,False,False,True,False,True
43530,Tarragona,Alcanar,5052.0,4717.0,7.1,False,True,865.740125,,,False,False,notariado,False,True,False,False,True,False,True
43569,Tarragona,Alcanar,5052.0,4717.0,7.1,False,True,1358.842794,,,False,False,notariado,False,False,False,False,False,False,False
46713,Valencia/València,Bellreguard,5032.0,4618.0,8.96,False,True,1098.842481,,,False,False,notariado,False,True,True,False,True,False,True
43151,Tarragona,"Pallaresos, Els",5028.0,4850.0,3.67,False,True,1613.554848,,,False,False,notariado,False,True,True,False,True,False,True
15573,A Coruña,Narón,4994.125,4882.0,2.3,False,True,1113.8,18.82,-14.49,False,True,mivau,False,False,False,False,False,False,False
15578,A Coruña,Narón,4994.125,4882.0,2.3,False,True,1195.121951,18.82,-14.49,False,True,notariado,False,True,False,False,False,False,True
15570,A Coruña,Narón,4994.125,4882.0,2.3,False,True,984.980298,18.82,-14.49,False,True,notariado,True,True,True,False,True,False,True
15572,A Coruña,Narón,4994.125,4882.0,2.3,False,True,833.084011,18.82,-14.49,False,True,notariado,False,False,False,False,False,False,True
15540,A Coruña,Narón,4994.125,4882.0,2.3,False,True,1113.8,18.82,-14.49,False,True,mivau,False,False,False,False,False,False,False
15596,A Coruña,Narón,4994.125,4882.0,2.3,False,True,1113.8,18.82,-14.49,False,True,mivau,False,False,False,False,False,False,False
15597,A Coruña,Narón,4994.125,4882.0,2.3,False,True,957.772925,18.82,-14.49,False,True,notariado,False,False,False,False,False,False,False
15541,A Coruña,Narón,4994.125,4882.0,2.3,False,True,1046.659459,18.82,-14.49,False,True,notariado,False,False,False,False,True,False,False
15401,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,1003.854033,23.28,-12.46,False,True,notariado,False,True,True,False,True,False,True
15404,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,954.928048,23.28,-12.46,False,True,notariado,False,True,False,False,False,False,True
15405,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,788.292738,23.28,-12.46,False,True,notariado,False,True,False,True,True,False,True
15403,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,1034.770001,23.28,-12.46,False,True,notariado,False,True,True,True,True,False,True
15402,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,1235.376829,23.28,-12.46,False,True,notariado,False,False,False,True,False,False,True
15407,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,1133.3,23.28,-12.46,False,True,mivau,False,False,False,False,False,False,False
15406,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,748.974959,23.28,-12.46,False,True,notariado,True,True,False,False,True,False,True
15594,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,953.090096,23.28,-12.46,False,True,notariado,False,False,False,False,False,False,False
15595,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,267.050912,23.28,-12.46,False,True,notariado,False,False,False,False,False,False,False
15592,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,1133.3,23.28,-12.46,False,True,mivau,False,False,False,False,False,False,False
15590,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,859.625653,23.28,-12.46,False,True,notariado,False,False,False,False,False,False,False
15593,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,726.190476,23.28,-12.46,False,True,notariado,False,True,False,False,False,False,False
15591,A Coruña,Ferrol,4951.307692307692,5043.076923076923,-1.82,False,False,1133.3,23.28,-12.46,False,True,mivau,False,False,False,False,False,False,False
03726,Alicante/Alacant,"Poble Nou de Benitatxell, el/Benitachell",4911.0,4452.0,10.31,False,True,2756.500819,,,False,False,notariado,False,False,False,False,False,False,True
43300,Tarragona,Mont-roig del Camp,4871.666666666667,4153.333333333333,17.3,False,True,981.699722,,,False,False,notariado,False,False,False,False,True,False,True
43892,Tarragona,Mont-roig del Camp,4871.666666666667,4153.333333333333,17.3,False,True,1870.74729,,,False,False,notariado,False,False,False,False,True,False,True
46720,Valencia/València,Vilallonga/Villalonga,4865.0,4370.0,11.33,False,True,897.601766,,,False,False,notariado,False,False,False,False,True,False,True
36626,Pontevedra,"Illa de Arousa, A",4809.0,4932.0,-2.49,False,False,968.962543,,,False,False,notariado,False,False,False,False,True,False,False
15894,A Coruña,Teo,4742.0,4658.0,1.8,False,True,1936.006825,,,False,False,notariado,False,False,False,False,True,False,True
15883,A Coruña,Teo,4742.0,4658.0,1.8,False,True,1320.658413,,,False,False,notariado,False,False,False,False,True,False,True
15886,A Coruña,Teo,4742.0,4658.0,1.8,False,True,948.501577,,,False,False,notariado,False,False,False,False,False,False,True
15866,A Coruña,Teo,4742.0,4658.0,1.8,False,True,698.342783,,,False,False,notariado,False,False,False,False,True,False,True
36617,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,926.986301,7.77,-10.15,False,True,notariado,False,False,False,False,False,False,False
36610,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,1117.847629,7.77,-10.15,False,True,notariado,False,False,False,False,False,False,False
36613,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,753.707865,7.77,-10.15,False,True,notariado,False,False,False,False,False,False,False
36600,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,1340.156255,7.77,-10.15,False,True,notariado,True,True,True,False,True,False,False
36611,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,939.854651,7.77,-10.15,False,True,notariado,False,False,False,False,True,False,False
36618,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,851.247165,7.77,-10.15,False,True,notariado,False,False,False,False,False,False,False
36619,Pontevedra,Vilagarcía de Arousa,4736.0,4695.625,0.86,False,True,1007.879185,7.77,-10.15,False,True,notariado,False,False,False,False,False,False,False
03322,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,2166.2,28.59,0.0,True,True,mivau,False,False,False,False,True,False,True
03325,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,763.193504,28.59,0.0,True,True,notariado,False,False,False,False,False,False,True
03315,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,1187.385192,28.59,0.0,True,True,notariado,False,False,False,False,True,False,True
03119,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,2166.2,28.59,0.0,True,True,mivau,False,False,False,False,False,False,False
03313,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,1679.218518,28.59,0.0,True,True,notariado,False,False,False,False,True,False,False
03189,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,2688.284583,28.59,0.0,True,True,notariado,False,False,False,False,True,False,True
03321,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,2166.2,28.59,0.0,True,True,mivau,False,False,False,False,False,False,True
03314,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,736.578866,28.59,0.0,True,True,notariado,False,False,False,False,True,False,True
03312,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,625.568204,28.59,0.0,True,True,notariado,False,False,False,False,True,False,True
03319,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,3052.606391,28.59,0.0,True,True,notariado,False,False,False,False,False,False,True
03311,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,1664.227742,28.59,0.0,True,True,notariado,False,False,False,False,True,False,True
03300,Alicante/Alacant,Orihuela,4697.777777777777,4361.388888888889,7.71,False,True,1880.93743,28.59,0.0,True,True,notariado,False,True,False,False,True,False,True
03830,Alicante/Alacant,Muro de Alcoy,4686.0,4657.5,0.61,False,True,631.675615,,,False,False,notariado,False,False,False,False,True,False,True
03839,Alicante/Alacant,Muro de Alcoy,4686.0,4657.5,0.61,False,True,674.753451,,,False,False,notariado,False,False,False,False,False,False,False
46670,Valencia/València,"Pobla Llarga, la",4665.0,4452.0,4.78,False,True,627.766984,,,False,False,notariado,False,True,False,False,True,False,True
43896,Tarragona,"Aldea, L'",4657.0,4147.0,12.3,False,True,930.688407,,,False,False,notariado,False,True,False,False,True,False,True
03679,Alicante/Alacant,Monforte del Cid,4641.5,4173.0,11.23,False,True,1756.276747,,,False,False,notariado,False,False,False,False,False,False,True
03670,Alicante/Alacant,Monforte del Cid,4641.5,4173.0,11.23,False,True,1223.329256,,,False,False,notariado,False,False,False,False,True,False,True
46137,Valencia/València,"Pobla de Farnals, la",4627.5,4064.0,13.87,False,True,2463.669424,,,False,False,notariado,False,False,False,False,True,False,True
46139,Valencia/València,"Pobla de Farnals, la",4627.5,4064.0,13.87,False,True,1594.063928,,,False,False,notariado,False,False,False,False,False,False,True
46812,Valencia/València,Aielo de Malferit,4624.0,4625.0,-0.02,False,False,467.544249,,,False,False,notariado,False,False,False,False,True,False,True
12539,Castellón/Castelló,"Alqueries, les/Alquerías del Niño Perdido",4605.0,4464.0,3.16,False,True,948.717258,,,False,False,notariado,True,True,False,False,True,False,True
15108,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,364.684014,0.5,-23.37,False,True,notariado,False,False,False,False,False,False,False
15106,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,395.37037,0.5,-23.37,False,True,notariado,False,True,True,False,False,False,False
15102,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,472.099853,0.5,-23.37,False,True,notariado,False,False,False,False,False,False,False
15100,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,927.68911,0.5,-23.37,False,True,notariado,True,True,True,False,True,False,False
15107,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,993.5,0.5,-23.37,False,True,mivau,False,True,False,False,False,False,False
15105,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,852.956877,0.5,-23.37,False,True,notariado,False,False,False,False,True,False,False
15109,A Coruña,Carballo,4588.571428571428,4489.857142857143,2.2,False,True,526.106696,0.5,-23.37,False,True,notariado,False,False,False,False,False,False,False
46550,Valencia/València,Albuixech,4482.0,4151.0,7.97,False,True,1320.232126,,,False,False,notariado,False,False,False,False,True,False,True
36635,Pontevedra,"Cambados, Ribadumia",4479.4,4445.866666666667,0.75,False,True,,,,False,False,mivau,False,False,False,False,False,False,False
15198,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,1967.7,17.71,0.0,True,True,mivau,False,False,False,False,False,False,True
15199,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,1742.392167,17.71,0.0,True,True,notariado,False,False,False,False,False,False,True
15189,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,1224.356701,17.71,0.0,True,True,notariado,True,True,False,False,True,False,True
15174,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,1938.127655,17.71,0.0,True,True,notariado,False,True,True,False,True,False,True
15180,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,940.379403,17.71,0.0,True,True,notariado,False,False,False,False,False,False,True
15670,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,2059.002338,17.71,0.0,True,True,notariado,True,True,False,False,True,False,True
15139,A Coruña,Culleredo,4464.857142857143,4383.571428571428,1.85,False,True,1967.7,17.71,0.0,True,True,mivau,False,False,False,False,False,False,True
36947,Pontevedra,Cangas,4451.833333333333,4430.333333333333,0.49,False,True,2073.441392,10.21,-0.78,False,True,notariado,False,False,False,False,False,False,False
36946,Pontevedra,Cangas,4451.833333333333,4430.333333333333,0.49,False,True,1748.3,10.21,-0.78,False,True,mivau,False,False,False,False,False,False,False
36948,Pontevedra,Cangas,4451.833333333333,4430.333333333333,0.49,False,True,1748.3,10.21,-0.78,False,True,mivau,False,False,False,False,True,False,False
36945,Pontevedra,Cangas,4451.833333333333,4430.333333333333,0.49,False,True,2743.987756,10.21,-0.78,False,True,notariado,False,False,False,False,True,False,False
36940,Pontevedra,Cangas,4451.833333333333,4430.333333333333,0.49,False,True,1923.290397,10.21,-0.78,False,True,notariado,True,True,False,False,True,False,False
36949,Pontevedra,Cangas,4451.833333333333,4430.333333333333,0.49,False,True,1818.662978,10.21,-0.78,False,True,notariado,False,False,False,False,False,False,False
15685,A Coruña,"Frades, Mesía, Ordes",4445.5,4508.333333333334,-1.39,False,False,482.09574,,,False,False,notariado,False,False,False,False,True,False,False
15218,A Coruña,"Lousame, Noia, Porto do Son",4442.466666666666,4524.177777777778,-1.81,False,False,,,,False,False,mivau,False,False,False,False,False,False,False
43718,Tarragona,"Albinyana, Masllorenç, Montmell, El, Santa Oliva",4440.166666666666,3942.8333333333335,12.61,False,True,825.3718,,,False,False,notariado,False,False,False,False,True,False,True
15689,A Coruña,"Mesía, Ordes, Tordoia",4437.666666666667,4443.666666666667,-0.14,False,False,,,,False,False,mivau,False,True,False,False,True,False,False
30626,Murcia,"Abanilla, Fortuna",4423.25,4096.5,7.98,False,True,1666.427792,,,False,False,notariado,False,False,False,False,False,False,True
36691,Pontevedra,"Barro, Soutomaior",4406.833333333333,4316.833333333333,2.08,False,True,791.59292,,,False,False,notariado,False,True,False,False,True,False,False
46640,Valencia/València,Moixent/Mogente,4401.0,4307.0,2.18,False,True,462.788373,,,False,False,notariado,False,False,False,False,True,False,False
36992,Pontevedra,Poio,4358.5,4268.25,2.11,False,True,1235.677057,,,False,False,notariado,False,False,False,False,True,False,True
36995,Pontevedra,Poio,4358.5,4268.25,2.11,False,True,1159.743125,,,False,False,notariado,False,False,False,False,False,False,True
36163,Pontevedra,Poio,4358.5,4268.25,2.11,False,True,1450.632915,,,False,False,notariado,False,False,False,False,False,False,True
36993,Pontevedra,Poio,4358.5,4268.25,2.11,False,True,1500.794712,,,False,False,notariado,False,False,False,False,True,False,True
30412,Murcia,Caravaca de la Cruz,4354.333333333333,4281.333333333333,1.71,False,True,378.15126,5.73,-33.44,False,True,notariado,False,False,False,False,True,False,False
30411,Murcia,Caravaca de la Cruz,4354.333333333333,4281.333333333333,1.71,False,True,862.0,5.73,-33.44,False,True,mivau,False,False,False,False,True,False,False
30400,Murcia,Caravaca de la Cruz,4354.333333333333,4281.333333333333,1.71,False,True,804.786603,5.73,-33.44,False,True,notariado,True,False,False,False,True,False,True
30410,Murcia,Caravaca de la Cruz,4354.333333333333,4281.333333333333,1.71,False,True,669.124423,5.73,-33.44,False,True,notariado,False,False,False,False,True,False,False
30195,Murcia,Caravaca de la Cruz,4354.333333333333,4281.333333333333,1.71,False,True,569.468267,5.73,-33.44,False,True,notariado,False,False,False,False,True,False,False
03829,Alicante/Alacant,"Alqueria d'Asnar, l', Cocentaina",4351.666666666666,4333.0,0.43,False,True,644.914168,,,False,False,notariado,False,False,False,False,True,False,False
36969,Pontevedra,"Meaño, Sanxenxo",4311.916666666666,4232.833333333334,1.87,False,True,2240.082595,,,False,False,notariado,True,False,False,False,False,False,True
43529,Tarragona,Roquetes,4303.5,4039.5,6.54,False,True,1166.786199,,,False,False,notariado,False,False,False,False,True,False,True
43520,Tarragona,Roquetes,4303.5,4039.5,6.54,False,True,785.822527,,,False,False,notariado,False,True,False,False,True,False,True
43717,Tarragona,"Bisbal del Penedès, La",4278.0,3631.0,17.82,False,True,1045.025066,,,False,False,notariado,False,False,False,False,False,False,True
46388,Valencia/València,Godelleta,4266.0,3584.0,19.03,False,True,1070.651324,,,False,False,notariado,False,True,False,False,False,False,True
43839,Tarragona,Creixell,4261.0,3758.0,13.38,False,True,1907.070253,,,False,False,notariado,False,False,False,False,False,False,True
15627,A Coruña,"Fene, Mugardos",4227.733333333334,4311.933333333333,-1.95,False,False,890.549273,,,False,False,notariado,False,False,False,False,False,False,True
36475,Pontevedra,"Porriño, O, Salceda de Caselas",4188.791666666667,4041.333333333333,3.65,False,True,1152.206982,,,False,False,notariado,False,False,False,False,False,False,False
43140,Tarragona,"Pobla de Mafumet, La",4175.0,3971.0,5.14,False,True,1310.954042,,,False,False,notariado,False,False,False,False,True,False,True
46880,Valencia/València,Bocairent,4130.0,4142.0,-0.29,False,False,586.085537,,,False,False,notariado,False,False,False,False,True,False,True
30613,Murcia,Villanueva del Río Segura,4111.0,3111.0,32.14,False,True,686.645333,,,False,False,notariado,False,False,False,False,True,False,True
15687,A Coruña,"Ordes, Trazo",4091.0,4031.5,1.48,False,True,634.733893,,,False,False,notariado,False,True,False,False,True,False,False
46717,Valencia/València,"Font d'en Carròs, la",4020.0,3778.0,6.41,False,True,954.145252,,,False,False,notariado,False,False,False,False,True,False,True
46149,Valencia/València,Gilet,4011.0,3404.0,17.83,False,True,1177.602813,,,False,False,notariado,False,False,False,False,True,False,True
30176,Murcia,Pliego,4003.0,3843.0,4.16,False,True,321.02981,,,False,False,notariado,False,False,False,False,True,False,True
15819,A Coruña,"Arzúa, Melide",3926.25,3858.416666666667,1.76,False,True,,,,False,False,mivau,False,False,False,False,False,False,False
43570,Tarragona,Santa Bàrbara,3871.0,3715.0,4.2,False,True,544.531498,,,False,False,notariado,False,False,False,False,True,False,True
43440,Tarragona,"Espluga de Francolí, L'",3863.0,3736.0,3.4,False,True,699.861943,,,False,False,notariado,False,True,True,False,True,False,True
46170,Valencia/València,Villar del Arzobispo,3862.0,3536.0,9.22,False,True,454.331323,,,False,False,notariado,False,True,False,False,True,False,False
12410,Castellón/Castelló,Altura,3849.0,3601.0,6.89,False,True,604.878636,,,False,False,notariado,False,False,False,False,True,False,True
03870,Alicante/Alacant,Cocentaina,3832.6666666666665,3840.0,-0.19,False,False,,,,False,False,mivau,False,False,False,False,False,False,False
03820,Alicante/Alacant,Cocentaina,3832.6666666666665,3840.0,-0.19,False,False,714.129098,,,False,False,notariado,False,True,False,False,True,False,True
43760,Tarragona,"Morell, El",3811.0,3742.0,1.84,False,True,1353.838343,,,False,False,notariado,False,False,False,False,True,False,True
12414,Castellón/Castelló,"Algimia de Almonacid, Segorbe, Vall de Almonacid",3806.3333333333335,3557.3333333333335,7.0,False,True,562.637171,,,False,False,notariado,False,False,False,False,True,False,True
46193,Valencia/València,Montroi/Montroy,3792.0,2956.0,28.28,False,True,1085.501517,,,False,False,notariado,False,False,False,False,True,False,True
43895,Tarragona,"Ampolla, L'",3785.0,3277.0,15.5,False,True,1975.226804,,,False,False,notariado,False,False,False,False,True,False,True
03111,Alicante/Alacant,Busot,3782.0,3075.0,22.99,False,True,1366.564881,,,False,False,notariado,False,False,False,False,True,False,True
46118,Valencia/València,Serra,3767.0,3187.0,18.2,False,True,1125.754828,,,False,False,notariado,False,False,False,False,True,False,True
46711,Valencia/València,"Guardamar de la Safor, Miramar",3765.0,3216.0,17.07,False,True,1477.682241,,,False,False,notariado,False,False,False,False,True,False,True
46815,Valencia/València,"Llosa de Ranes, la",3765.0,3642.0,3.38,False,True,469.99011,,,False,False,notariado,False,False,False,False,True,False,True
46512,Valencia/València,Faura,3753.0,3553.0,5.63,False,True,1081.283617,,,False,False,notariado,False,False,False,False,False,False,True
46115,Valencia/València,Alfara del Patriarca,3740.0,3282.0,13.95,False,True,1787.251809,,,False,False,notariado,False,False,False,False,True,False,True
12130,Castellón/Castelló,Sant Joan de Moró,3695.0,3232.0,14.33,False,True,805.345708,,,False,False,notariado,False,False,False,False,True,False,True
03178,Alicante/Alacant,Benijófar,3679.0,3293.0,11.72,False,True,2342.191666,,,False,False,notariado,False,False,False,False,True,False,True
03410,Alicante/Alacant,Biar,3677.0,3655.0,0.6,False,True,692.206583,,,False,False,notariado,False,False,False,False,True,False,True
12570,Castellón/Castelló,Alcalà de Xivert,3674.5,3319.0,10.71,False,True,1013.974927,,,False,False,notariado,False,False,False,False,True,False,False
12579,Castellón/Castelló,Alcalà de Xivert,3674.5,3319.0,10.71,False,True,2172.00844,,,False,False,notariado,False,False,False,False,True,False,False
30430,Murcia,Cehegín,3626.5,3692.25,-1.78,False,False,575.21223,,,False,False,notariado,True,True,True,False,True,False,True
30439,Murcia,Cehegín,3626.5,3692.25,-1.78,False,False,321.326676,,,False,False,notariado,False,False,False,False,True,False,True
12412,Castellón/Castelló,"Geldo, Segorbe",3600.8333333333335,3348.8333333333335,7.53,False,True,645.771075,,,False,False,notariado,False,True,False,False,True,False,True
43812,Tarragona,"Bràfim, Montferri, Montmell, El, Puigpelat, Rodonyà",3592.6666666666665,3282.3333333333335,9.45,False,True,953.987508,,,False,False,notariado,False,False,False,False,True,False,True
30170,Murcia,Mula,3587.4,3404.2,5.38,False,True,495.005729,,,False,False,notariado,False,False,False,False,True,False,True
30177,Murcia,Mula,3587.4,3404.2,5.38,False,True,,,,False,False,mivau,False,True,False,False,True,False,False
30178,Murcia,Mula,3587.4,3404.2,5.38,False,True,588.393543,,,False,False,notariado,False,False,False,False,True,False,False
30193,Murcia,Mula,3587.4,3404.2,5.38,False,True,293.367346,,,False,False,notariado,False,False,False,False,True,False,True
30194,Murcia,Mula,3587.4,3404.2,5.38,False,True,1002.276176,,,False,False,notariado,False,False,False,False,False,False,True
46114,Valencia/València,Vinalesa,3572.0,3412.0,4.69,False,True,1669.438948,,,False,False,notariado,False,True,False,False,True,False,True
43891,Tarragona,Vandellòs i l'Hospitalet de l'Infant,3571.5,3301.5,8.18,False,True,1250.433166,,,False,False,notariado,False,False,False,False,False,False,True
43890,Tarragona,Vandellòs i l'Hospitalet de l'Infant,3571.5,3301.5,8.18,False,True,1699.985406,,,False,False,notariado,False,False,False,False,False,False,True
30877,Murcia,Mazarrón,3544.9,3283.9,7.95,False,True,1737.433256,13.04,-18.84,False,True,notariado,False,False,False,False,False,False,True
30875,Murcia,Mazarrón,3544.9,3283.9,7.95,False,True,1309.637975,13.04,-18.84,False,True,notariado,False,False,False,False,True,False,True
30870,Murcia,Mazarrón,3544.9,3283.9,7.95,False,True,1138.641225,13.04,-18.84,False,True,notariado,True,False,False,False,True,False,True
30860,Murcia,Mazarrón,3544.9,3283.9,7.95,False,True,1347.071174,13.04,-18.84,False,True,notariado,False,False,False,False,True,False,True
30879,Murcia,Mazarrón,3544.9,3283.9,7.95,False,True,1705.103368,13.04,-18.84,False,True,notariado,False,False,False,False,False,False,True
15650,A Coruña,Cambre,3537.8571428571427,3513.4285714285716,0.7,False,True,959.038737,,,False,False,notariado,False,False,False,False,False,False,True
15659,A Coruña,Cambre,3537.8571428571427,3513.4285714285716,0.7,False,True,882.610053,,,False,False,notariado,False,True,False,False,False,False,True
15181,A Coruña,Cambre,3537.8571428571427,3513.4285714285716,0.7,False,True,1100.909314,,,False,False,notariado,False,True,False,False,False,False,True
15668,A Coruña,Cambre,3537.8571428571427,3513.4285714285716,0.7,False,True,1042.016806,,,False,False,notariado,False,False,False,False,False,False,True
15669,A Coruña,Cambre,3537.8571428571427,3513.4285714285716,0.7,False,True,595.555555,,,False,False,notariado,False,False,False,False,False,False,True
15679,A Coruña,Cambre,3537.8571428571427,3513.4285714285716,0.7,False,True,2170.324065,,,False,False,notariado,False,True,False,False,True,False,True
